,addresses
3089,"214 NORTH 11 STREET,BROOKLYN,NY"
3090,"125 NORTH 10 STREET,BROOKLYN,NY"
3091,"2 NORTHSIDE PIERS,BROOKLYN,NY"
3092,"115 S 8 ST,BROOKLYN,NY"
3093,"242 SOUTH 2 STREET,BROOKLYN,NY"
3094,"242 SOUTH FIRST STREET,BROOKLYN,NY"
3095,"23 SOUTH 10 STREET,BROOKLYN,NY"
3096,"23 SOUTH 10 STREET,BROOKLYN,NY"
3097,"23 SOUTH 10 STREET,BROOKLYN,NY"
3098,"23 SOUTH 10 STREET,BROOKLYN,NY"
3099,"23 SOUTH 10 STREET,BROOKLYN,NY"
3100,"23 SOUTH 10 STREET,BROOKLYN,NY"
3101,"23 SOUTH 10 STREET,BROOKLYN,NY"
3102,"23 SOUTH 10 STREET,BROOKLYN,NY"
3103,"23 SOUTH 10 STREET,BROOKLYN,NY"
3104,"29 SOUTH 10 STREET,BROOKLYN,NY"
3105,"29 SOUTH 10 STREET,BROOKLYN,NY"
3106,"29 SOUTH 10 STREET,BROOKLYN,NY"
3107,"37 SOUTH 10 STREET,BROOKLYN,NY"
3108,"43 SOUTH 10 STREET,BROOKLYN,NY"
3109,"43 SOUTH 10 STREET,BROOKLYN,NY"
3110,"236 SOUTH FIRST STREET,BROOKLYN,NY"
3111,"79 SOUTH FIFTH STREET,BROOKLYN,NY"
3112,"37 SOUTH 10 STREET,BROOKLYN,NY"
3113,"43 SOUTH 10 STREET,BROOKLYN,NY"
3114,"43 SOUTH 10 STREET,BROOKLYN,NY"
3115,"7 PROSPECT PARK SOUTHW,BROOKLYN,NY"
3116,"7 PROSPECT PARK SOUTHW,BROOKLYN,NY"
3117,"14 PROSPECT PARK SOUTHW,BROOKLYN,NY"
3118,"14 PROSPECT PARK SOUTHW,BROOKLYN,NY"
3119,"75 PROSPECT PARK SOUTH,BROOKLYN,NY"
3120,"135 PROSPECT PARK SOUTHW,BROOKLYN,NY"
3121,"135 PROSPECT PARK SOUTHW,BROOKLYN,NY"
3122,"185 PROSPECT PARK SOUTHW,BROOKLYN,NY"
3123,"140 EAST 2ND,BROOKLYN,NY"
3124,"140 EAST 2ND,BROOKLYN,NY"
3125,"140 EAST 2ND,BROOKLYN,NY"
3126,"140 EAST 2ND,BROOKLYN,NY"
3127,"140 EAST 2ND,BROOKLYN,NY"
3128,"140 EAST 2 STREET,BROOKLYN,NY"
3129,"35 MC DONALD AVENUE,BROOKLYN,NY"
3130,"1914 81 STREET,QUEENS,NY"
3131,"320 BEACH 41 STREET,QUEENS,NY"
3132,"305 BEACH 45 STREET,QUEENS,NY"
3133,"3-12 BEACH 63 STREET,QUEENS,NY"
3134,"428 BEACH 45 STREET,QUEENS,NY"
3135,"425 BEACH 44 STREET,QUEENS,NY"
3136,"456 BEACH 46 STREET,QUEENS,NY"
3137,"626 BEACH 66 STREET,QUEENS,NY"
3138,"520 BEACH 65 STREET,QUEENS,NY"
3139,"553 BEACH 66 STREET,QUEENS,NY"
3140,"5-36 BEACH 68 STREET,QUEENS,NY"
3141,"507 BEACH 67 STREET,QUEENS,NY"
3142,"431 BEACH 64 STREET,QUEENS,NY"
3143,"544 BEACH 72 ST,QUEENS,NY"
3144,"314 BEACH 74 STREET,QUEENS,NY"
3145,"41-13 ROCKAWAY BEACH BOULE,QUEENS,NY"
3146,"183 BEACH 59 STREET,QUEENS,NY"
3147,"418 BEACH 36 STREET,QUEENS,NY"
3148,"455 BEACH 37 STREET,QUEENS,NY"
3149,"531 BEACH 43 STREET,QUEENS,NY"
3150,"412 BEACH 44 STREET,QUEENS,NY"
3151,"491 BEACH 44 STREET,QUEENS,NY"
3152,"438 BEACH 48 STREET,QUEENS,NY"
3153,"451 BEACH 47 STREET,QUEENS,NY"
3154,"407 BEACH 48 STREET,QUEENS,NY"
3155,"62-33 DE COSTA AVENUE,QUEENS,NY"
3156,"623 BEACH 64 STREET,QUEENS,NY"
3157,"65-18 DE COSTA AVE,QUEENS,NY"
3158,"6-38 BEACH 68 STREET,QUEENS,NY"
3159,"6-46 BEACH 68 STREET,QUEENS,NY"
3160,"6-49 BEACH 68 STREET,QUEENS,NY"
3161,"647 BEACH 68 STREET,QUEENS,NY"
3162,"605 BEACH 68 STREET,QUEENS,NY"
3163,"505 BEACH 63 STREET,QUEENS,NY"
3164,"455 BEACH 67 STREET,QUEENS,NY"
3165,"69-42 DE COSTA AVENUE,QUEENS,NY"
3166,"69-50 DE COSTA,QUEENS,NY"
3167,"430 BEACH 72 STREET,QUEENS,NY"
3168,"335 BEACH 73 STREET,QUEENS,NY"
3169,"310 BEACH 70 STREET,QUEENS,NY"
3170,"240 BEACH BREEZE PLACE,QUEENS,NY"
3171,"205 AQUATIC PLACE,QUEENS,NY"
3172,"203 AQUATIC PLACE,QUEENS,NY"
3173,"208 BEACH BREEZE PLACE,QUEENS,NY"
3174,"248 BEACH BREEZE LANE,QUEENS,NY"
3175,"207 BEACH BREEZE LANE,QUEENS,NY"
3176,"2-04 BEACH 77 STREET,QUEENS,NY"
3177,"175 COMMODORE CIRCLE WES,QUEENS,NY"
3178,"348 BEACH 67 STREET,QUEENS,NY"
3179,"524 BEACH 67 STREET,QUEENS,NY"
3180,"510 BEACH 44 STREET,QUEENS,NY"
3181,"414 BEACH 45 STREET,QUEENS,NY"
3182,"344 BEACH 67 STREET,QUEENS,NY"
3183,"25-22 37 STREET,QUEENS,NY"
3184,"44-11 30 AVENUE,QUEENS,NY"
3185,"30-80 42ST,QUEENS,NY"
3186,"28-30 43 ST,QUEENS,NY"
3187,"28-30 43 ST,QUEENS,NY"
3188,"23-39 27 STREET,QUEENS,NY"
3189,"21-61 23 STREET,QUEENS,NY"
3190,"31-32 29 STREET,QUEENS,NY"
3191,"24-01 31 STREET,QUEENS,NY"
3192,"24-39 38 STREET,QUEENS,NY"
3193,"3343 14 STREET,QUEENS,NY"
3194,"33-52 CRESCENT,QUEENS,NY"
3195,"33-52 CRESCENT,QUEENS,NY"
3196,"33-52 CRESCENT,QUEENS,NY"
3197,"14-43 28 AVENUE,QUEENS,NY"
3198,"2303 31 AVENUE,QUEENS,NY"
3199,"28-21 36 STREET,QUEENS,NY"
3200,"2138 35 STREET,QUEENS,NY"
3201,"21-06 35 STREET,QUEENS,NY"
3202,"21-16 35 STREET,QUEENS,NY"
3203,"21-77 33 STREET,QUEENS,NY"
3204,"2533-2541 BROADWAY,QUEENS,NY"
3205,"23-82 BROOKLYN QUEENS EXPR,QUEENS,NY"
3206,"18-21 41 STREET,QUEENS,NY"
3207,"18-24 42 STREET,QUEENS,NY"
3208,"1828 42 STREET,QUEENS,NY"
3209,"18-36 42 STREET,QUEENS,NY"
3210,"45-35 FRANCIS LEWIS BOULEV,QUEENS,NY"
3211,"200-11 46 AVENUE,QUEENS,NY"
3212,"13-63 209 STREET,QUEENS,NY"
3213,"28-44 201 STREET,QUEENS,NY"
3214,"27-01 206 STREET,QUEENS,NY"
3215,"28-22 213RD STREET,QUEENS,NY"
3216,"32-26 202 ST,QUEENS,NY"
3217,"32-30 202 STREET,QUEENS,NY"
3218,"34-20 CLEARVIEW EXPWY SR W,QUEENS,NY"
3219,"36-33 201 STREET,QUEENS,NY"
3220,"3527 210 STREET,QUEENS,NY"
3221,"35-54 223 STREET,QUEENS,NY"
3222,"38-08 CLEARVIEW EXPWY SR W,QUEENS,NY"
3223,"40-07 FRANCIS LEWIS BOULEV,QUEENS,NY"
3224,"40-04 204 STREET,QUEENS,NY"
3225,"38-17 209 ST.,QUEENS,NY"
3226,"38-21 210 STREET,QUEENS,NY"
3227,"39-11 220 STREET,QUEENS,NY"
3228,"4133 220 PLACE,QUEENS,NY"
3229,"47-14 206 STREET,QUEENS,NY"
3230,"47-11 217 STREET,QUEENS,NY"
3231,"4822 203 STREET,QUEENS,NY"
3232,"48-47 213 ST,QUEENS,NY"
3233,"53-08 201 STREET,QUEENS,NY"
3234,"56-03 212 STREET,QUEENS,NY"
3235,"58-27 201 STREET,QUEENS,NY"
3236,"58-27 201 STREET,QUEENS,NY"
3237,"58-45 214 STREET,QUEENS,NY"
3238,"58-31 218 STREET,QUEENS,NY"
3239,"230-11 58 AVENUE,QUEENS,NY"
3240,"200-21 45 DRIVE,QUEENS,NY"
3241,"1726 215 STREET,QUEENS,NY"
3242,"36-17 200 STREET,QUEENS,NY"
3243,"35-21 215 STREET,QUEENS,NY"
3244,"42-29 204 STREET,QUEENS,NY"
3245,"42-14 218 STREET,QUEENS,NY"
3246,"209-44 46 ROAD,QUEENS,NY"
3247,"223-17 HORACE HARDING EXPWY,QUEENS,NY"
3248,"226-11 HORACE HARDING EXPRE,QUEENS,NY"
3249,"221-41 HOR HARDING EP SR N,QUEENS,NY"
3250,"206-58 45 ROAD,QUEENS,NY"
3251,"205-09/11 48TH   AVENUE,QUEENS,NY"
3252,"209-45 26 AVENUE,QUEENS,NY"
3253,"17-30 201 STREET,QUEENS,NY"
3254,"199-47 21 AVENUE,QUEENS,NY"
3255,"199-32 21 AVENUE,QUEENS,NY"
3256,"200-03 22 AVENUE,QUEENS,NY"
3257,"199-60 21 AVENUE,QUEENS,NY"
3258,"21-18 202 STREET,QUEENS,NY"
3259,"14-31 212 STREET,QUEENS,NY"
3260,"212-85 16TH  AVENUE,QUEENS,NY"
3261,"14-81 212 STREET,QUEENS,NY"
3262,"212-85 16TH AVENUE,QUEENS,NY"
3263,"13-30 212 STREET,QUEENS,NY"
3264,"1470 212 STREET,QUEENS,NY"
3265,"15-96 212 STREET,QUEENS,NY"
3266,"15-78 212 STREET,QUEENS,NY"
3267,"15-94 212 STREET,QUEENS,NY"
3268,"209-57 18 AVENUE,QUEENS,NY"
3269,"212-04 16 AVE,QUEENS,NY"
3270,"16-83 212 STREET,QUEENS,NY"
3271,"35-10 206 STREET,QUEENS,NY"
3272,"36-30 213 ST,QUEENS,NY"
3273,"215-11 48 AVENUE,QUEENS,NY"
3274,"215-19 48 AVENUE,QUEENS,NY"
3275,"47-28 216 ST,QUEENS,NY"
3276,"215-40 47 AVENUE,QUEENS,NY"
3277,"47-18 217 STREET,QUEENS,NY"
3278,"209-15 18 AVENUE,QUEENS,NY"
3279,"211-35 23 AVENUE,QUEENS,NY"
3280,"1865 211 STREET,QUEENS,NY"
3281,"18-65 211 STREET,QUEENS,NY"
3282,"1865 211 STREET,QUEENS,NY"
3283,"1840 211 STREET,QUEENS,NY"
3284,"18-35 CORP KENNEDY STREET,QUEENS,NY"
3285,"18-35 CORP KENNEDY STREET,QUEENS,NY"
3286,"1855 CORP KENNEDY STREET,QUEENS,NY"
3287,"18-35 CORP KENNEDY STREET,QUEENS,NY"
3288,"17-85 215 STREET,QUEENS,NY"
3289,"17-85 215 STREET,QUEENS,NY"
3290,"17-85 215 ST,QUEENS,NY"
3291,"18-05 215 STREET,QUEENS,NY"
3292,"18-05 215 STREET,QUEENS,NY"
3293,"18-15 215 STREET,QUEENS,NY"
3294,"1815 215 STREET,QUEENS,NY"
3295,"209-10 41 AVENUE,QUEENS,NY"
3296,"20910 41 AVENUE,QUEENS,NY"
3297,"210-50 41 AVENUE,QUEENS,NY"
3298,"209-90 23 AVENUE,QUEENS,NY"
3299,"209-27/45 NORTHERN BOULEVARD,QUEENS,NY"
3300,"158-22 POWELLS COVE BOULEVA,QUEENS,NY"
3301,"14-34 156 STREET,QUEENS,NY"
3302,"157-11 CROSS ISLD PKWY SR N,QUEENS,NY"
3303,"160-39 9 AVENUE,QUEENS,NY"
3304,"160-15 POWELLS COVE BOULEVA,QUEENS,NY"
3305,"160-15 POWELLS COVE BOULEVA,QUEENS,NY"
3306,"160-15 POWELLS COVE BOULEVA,QUEENS,NY"
3307,"160-15 POWELLS COVE BOULEVA,QUEENS,NY"
3308,"160-15 POWELLS COVE BOULEVA,QUEENS,NY"
3309,"160-15 POWELLS COVE BOULEVA,QUEENS,NY"
3310,"160-15 POWELLS COVE BOULEVA,QUEENS,NY"
3311,"162-01 POWELLS COVE BOULEVA,QUEENS,NY"
3312,"162-01 POWELLS COVE BOULEVA,QUEENS,NY"
3313,"162-01 POWELLS COVE BOULEVA,QUEENS,NY"
3314,"162-01 POWELLS COVE BOULEVA,QUEENS,NY"
3315,"162-21 POWELLS COVE BOULEVA,QUEENS,NY"
3316,"162-21 POWELLS COVE BOULEVA,QUEENS,NY"
3317,"162-41 POWELLS COVE BOULEVA,QUEENS,NY"
3318,"166-25 POWELLS COVE BOULEVA,QUEENS,NY"
3319,"166-25 POWELLS COVE BOULEVA,QUEENS,NY"
3320,"166-25 POWELLS COVE BOULEVA,QUEENS,NY"
3321,"166-25 POWELLS COVE BOULEVA,QUEENS,NY"
3322,"166-25 POWELLS COVE BOULEVA,QUEENS,NY"
3323,"166-25 POWELLS COVE BOULEVA,QUEENS,NY"
3324,"162-10 POWELLS COVE BOULEVA,QUEENS,NY"
3325,"7-04 166 STREET,QUEENS,NY"
3326,"7-24 166 STREET,QUEENS,NY"
3327,"162-31 9 AVENUE,QUEENS,NY"
3328,"162-31 9 AVENUE,QUEENS,NY"
3329,"162-20 9 AVENUE,QUEENS,NY"
3330,"162-20 9 AVENUE,QUEENS,NY"
3331,"10-10 166 STREET,QUEENS,NY"
3332,"10-10 166 STREET,QUEENS,NY"
3333,"7-25 166 STREET,QUEENS,NY"
3334,"166-10 POWELLS COVE BOULEVA,QUEENS,NY"
3335,"554 BEACH 130 STREET,QUEENS,NY"
3336,"429 BEACH 126 STREET,QUEENS,NY"
3337,"182 BEACH 128 STREET,QUEENS,NY"
3338,"5-10 BEACH 133 STREET,QUEENS,NY"
3339,"539 BEACH 136 STREET,QUEENS,NY"
3340,"524 BEACH 137 STREET,QUEENS,NY"
3341,"506 BEACH 141,QUEENS,NY"
3342,"421 BEACH 140 STREET,QUEENS,NY"
3343,"271 BEACH 135 STREET,QUEENS,NY"
3344,"223 BEACH 135 STREET,QUEENS,NY"
3345,"278 BEACH 141 STREET,QUEENS,NY"
3346,"130 BEACH 134 STREET,QUEENS,NY"
3347,"140 BEACH 134 STREET,QUEENS,NY"
3348,"159 BEACH 134 STREET,QUEENS,NY"
3349,"156 BEACH 140 STREET,QUEENS,NY"
3350,"447 BEACH 126 STREET,QUEENS,NY"
3351,"446 BEACH 128 STREET,QUEENS,NY"
3352,"226 BEACH 129 STREET,QUEENS,NY"
3353,"165 BEACH 126 STREET,QUEENS,NY"
3354,"4-66 BEACH 134 STREET,QUEENS,NY"
3355,"2-26 BEACH 134 STREET,QUEENS,NY"
3356,"2-43 BEACH 134 STREET,QUEENS,NY"
3357,"230 BEACH 135 STREET,QUEENS,NY"
3358,"165 BEACH 137 STREET,QUEENS,NY"
3359,"198 BEACH 127 STREET,QUEENS,NY"
3360,"134 BEACH 125 STREET,QUEENS,NY"
3361,"1-30 BEACH 134 STREET,QUEENS,NY"
3362,"464 BEACH 136 STREET,QUEENS,NY"
3363,"81-41 243 STREET,QUEENS,NY"
3364,"239-10 HILLSIDE AVE BELLERO,QUEENS,NY"
3365,"241-31 87 AVENUE,QUEENS,NY"
3366,"80-31 246 STREET,QUEENS,NY"
3367,"82-66 247 STREET,QUEENS,NY"
3368,"82-47 251 STREET,QUEENS,NY"
3369,"83-09 COMMONWEALTH BOULEVA,QUEENS,NY"
3370,"244-35 86 ROAD,QUEENS,NY"
3371,"246-11 87 AVENUE,QUEENS,NY"
3372,"247-21 91 AVENUE,QUEENS,NY"
3373,"248-46 88 DRIVE,QUEENS,NY"
3374,"83-43 242 STREET,QUEENS,NY"
3375,"92-11 242 STREET,QUEENS,NY"
3376,"92-11 242 STREET,QUEENS,NY"
3377,"92-07 242 STREET,QUEENS,NY"
3378,"92-09 242 STREET,QUEENS,NY"
3379,"144-08 GRAND CENTRAL PARKWA,QUEENS,NY"
3380,"144-28 GRAND CENTRAL PARKWA,QUEENS,NY"
3381,"147-44 GRND CNTRL PKWY SR S,QUEENS,NY"
3382,"148-23 87 AVENUE,QUEENS,NY"
3383,"139-22 86 ROAD,QUEENS,NY"
3384,"139-68 86 ROAD,QUEENS,NY"
3385,"82-35 134 ST,QUEENS,NY"
3386,"83-20 141 ST.,QUEENS,NY"
3387,"83-35 139 ST,QUEENS,NY"
3388,"83-35 139 STREET,QUEENS,NY"
3389,"83-20 141 STREET,QUEENS,NY"
3390,"139-15 83 AVENUE,QUEENS,NY"
3391,"139-15 83 AVE,QUEENS,NY"
3392,"139-21 85 DRIVE,QUEENS,NY"
3393,"139-21 85 DRIVE,QUEENS,NY"
3394,"140-10 84 DRIVE,QUEENS,NY"
3395,"139-05 85 DRIVE,QUEENS,NY"
3396,"140-17 84 DRIVE,QUEENS,NY"
3397,"143-25 84 DRIVE,QUEENS,NY"
3398,"64 WEST 16 ROAD,QUEENS,NY"
3399,"24 WEST 16  ROAD,QUEENS,NY"
3400,"115-34 222 STREET,QUEENS,NY"
3401,"115-33 227 STREET,QUEENS,NY"
3402,"115-62 218 STREET,QUEENS,NY"
3403,"115-64 226 STREET,QUEENS,NY"
3404,"115-112 226 STREET,QUEENS,NY"
3405,"115-67 226 STREET,QUEENS,NY"
3406,"115-68 229 STREET,QUEENS,NY"
3407,"117-28 222 STREET,QUEENS,NY"
3408,"118-60 223 STREET,QUEENS,NY"
3409,"236-14 119 AVENUE,QUEENS,NY"
3410,"116-29 221 STREET,QUEENS,NY"
3411,"120-56 219 ST,QUEENS,NY"
3412,"5-11 115 STREET,QUEENS,NY"
3413,"119-39 6 AVENUE,QUEENS,NY"
3414,"119-32 6 AVENUE,QUEENS,NY"
3415,"120-07 9 AVENUE,QUEENS,NY"
3416,"121-50 6 AVENUE,QUEENS,NY"
3417,"121-41 7 AVENUE,QUEENS,NY"
3418,"121-39 7 AVENUE,QUEENS,NY"
3419,"121-11 7 AVENUE,QUEENS,NY"
3420,"124-08 5 AVENUE,QUEENS,NY"
3421,"126-01 6 AVENUE,QUEENS,NY"
3422,"7-17 123 ST,QUEENS,NY"
3423,"7-30 130 STREET,QUEENS,NY"
3424,"13-04A 126 STREET,QUEENS,NY"
3425,"13-06 126 STREET,QUEENS,NY"
3426,"1021 115 STREET,QUEENS,NY"
3427,"120-19 9 ROAD,QUEENS,NY"
3428,"132-36 14 AVENUE,QUEENS,NY"
3429,"22-29 127 STREET,QUEENS,NY"
3430,"25-30 COLLEGE POINT BOULEV,QUEENS,NY"
3431,"120-33 5 AVENUE,QUEENS,NY"
3432,"121-08 6 AVENUE,QUEENS,NY"
3433,"121-24 8 AVENUE,QUEENS,NY"
3434,"131-07 131 STREET,QUEENS,NY"
3435,"11-09A 128 STREET,QUEENS,NY"
3436,"14-09 130 STREET,QUEENS,NY"
3437,"18-11 129 STREET,QUEENS,NY"
3438,"22-17 124 STREET,QUEENS,NY"
3439,"125-17 25 AVENUE,QUEENS,NY"
3440,"25-25 125 STREET,QUEENS,NY"
3441,"26-12 123 STREET,QUEENS,NY"
3442,"22-09 COLLEGE POINT BOULEV,QUEENS,NY"
3443,"2-06A CONSTITUTION PLACE,QUEENS,NY"
3444,"2-04C CONSTITUTION PLACE,QUEENS,NY"
3445,"5-02 JULIUS ROAD,QUEENS,NY"
3446,"501 SCHORR DRIVE,QUEENS,NY"
3447,"128-05 PEARL ROAD,QUEENS,NY"
3448,"5-05 SCHORR DRIVE,QUEENS,NY"
3449,"536 115 STREET,QUEENS,NY"
3450,"5-40 115 STREET,QUEENS,NY"
3451,"5-20 115 STREET,QUEENS,NY"
3452,"11-33/35 COLLEGE POINT BLVD,QUEENS,NY"
3453,"121-13/15 14TH   ROAD,QUEENS,NY"
3454,"3140 WHITESTONE EP SR W,QUEENS,NY"
3455,"25-56 ULMER STRET,QUEENS,NY"
3456,"122-15 25 ROAD,QUEENS,NY"
3457,"33-30 110 STREET,QUEENS,NY"
3458,"49-18 106 STREET,QUEENS,NY"
3459,"41-12 111 STREET,QUEENS,NY"
3460,"45-12 98 STREET,QUEENS,NY"
3461,"3327 100 STREET,QUEENS,NY"
3462,"33-29 103 STREET,QUEENS,NY"
3463,"3334 107 STREET,QUEENS,NY"
3464,"101-12 35 AVENUE,QUEENS,NY"
3465,"102-17 37 AVENUE,QUEENS,NY"
3466,"105-16 34 AVE,QUEENS,NY"
3467,"105-16 34 AVE,QUEENS,NY"
3468,"112-08 34 AVE,QUEENS,NY"
3469,"37-18 98 STREET,QUEENS,NY"
3470,"37-26 101TH STREET,QUEENS,NY"
3471,"37-26 101 STREET,QUEENS,NY"
3472,"38-09 100 STREET,QUEENS,NY"
3473,"37-12 103 ST,QUEENS,NY"
3474,"37-46 103 ST,QUEENS,NY"
3475,"10403 51 AVENUE,QUEENS,NY"
3476,"10501 53 AVE,QUEENS,NY"
3477,"99-22 42 AVENUE,QUEENS,NY"
3478,"96-15 34 AVENUE,QUEENS,NY"
3479,"33-40 98 ST,QUEENS,NY"
3480,"35-31 109 ST,QUEENS,NY"
3481,"97-14 38 AVE,QUEENS,NY"
3482,"10410 51 AVENUE,QUEENS,NY"
3483,"104-19 48 AVENUE,QUEENS,NY"
3484,"108-12 41 AVENUE,QUEENS,NY"
3485,"108-51 44 AVENUE,QUEENS,NY"
3486,"34-20 111 STREET,QUEENS,NY"
3487,"107-12 37 AVENUE,QUEENS,NY"
3488,"104-29 38 AVENUE,QUEENS,NY"
3489,"108-30 38 AVENUE,QUEENS,NY"
3490,"51-20 101 STREET,QUEENS,NY"
3491,"104-21 53 AVENUE,QUEENS,NY"
3492,"5738A PENROD STREET,QUEENS,NY"
3493,"113-15 34 AVENUE,QUEENS,NY"
3494,"113-15 34 AVENUE,QUEENS,NY"
3495,"99-45 60 AVENUE,QUEENS,NY"
3496,"99-25 60 AVE,QUEENS,NY"
3497,"99-25 60 AVE.,QUEENS,NY"
3498,"99-10 60 AVENUE,QUEENS,NY"
3499,"99-10 60 AVENUE,QUEENS,NY"
3500,"99-10 60 AVENUE,QUEENS,NY"
3501,"59-30 108 ST,QUEENS,NY"
3502,"54-09 108 STREET,QUEENS,NY"
3503,"108-31 50 AVE,QUEENS,NY"
3504,"15 LITTLE NECK ROAD,QUEENS,NY"
3505,"34 LITTLE NECK ROAD,QUEENS,NY"
3506,"42-17 PROSPECT AVENUE,QUEENS,NY"
3507,"47-20 245 STREET,QUEENS,NY"
3508,"240-03 67 AVE,QUEENS,NY"
3509,"247-03 GRAND CENTRAL PARKWA,QUEENS,NY"
3510,"67-15 242 STREET,QUEENS,NY"
3511,"69-03 242 STREET,QUEENS,NY"
3512,"239-36A OAK PARK DRIVE,QUEENS,NY"
3513,"239-48B OAK PARK DRIVE,QUEENS,NY"
3514,"241-49A OAK PARK DRIVE,QUEENS,NY"
3515,"241-13B OAK PARK DRIVE,QUEENS,NY"
3516,"241-82A OAK PARK DRIVE,QUEENS,NY"
3517,"242-06 HORACE HARDING EXPRE,QUEENS,NY"
3518,"242-20 HORACE HARDING EXPRE,QUEENS,NY"
3519,"57-50 244 STREET,QUEENS,NY"
3520,"244-20 HORACE HARDING EXPWY,QUEENS,NY"
3521,"5753 246 CRESCENT,QUEENS,NY"
3522,"56-17 244 STREET,QUEENS,NY"
3523,"58-51 246 CRESCENT,QUEENS,NY"
3524,"57-11 246 CRESCENT,QUEENS,NY"
3525,"58-67 246 CRESCENT,QUEENS,NY"
3526,"57-52 246 CRESCENT,QUEENS,NY"
3527,"245-05 62 AVE,QUEENS,NY"
3528,"245-57 62 AVENUE,QUEENS,NY"
3529,"94-02 23 AVENUE,QUEENS,NY"
3530,"23-11REAR 98TH STREET,QUEENS,NY"
3531,"24-40 97 STREET,QUEENS,NY"
3532,"25-08 96 STREET,QUEENS,NY"
3533,"97-16 25 AVE,QUEENS,NY"
3534,"25-15 97 ST,QUEENS,NY"
3535,"27-20 99 STREET,QUEENS,NY"
3536,"24-42 ERICCSON ST,QUEENS,NY"
3537,"2516 HUMPHREY STREET,QUEENS,NY"
3538,"27-30 HUMPHREY ST,QUEENS,NY"
3539,"27-47 MC INTOSH STREET,QUEENS,NY"
3540,"27-47 MC INTOSH STREET,QUEENS,NY"
3541,"27-16 GILMORE ST,QUEENS,NY"
3542,"29-17 HUMPHREY STREET,QUEENS,NY"
3543,"9813 23 AVENUE,QUEENS,NY"
3544,"26-29 98 ST,QUEENS,NY"
3545,"99-16 31 AVENUE,QUEENS,NY"
3546,"31-15 99 ST,QUEENS,NY"
3547,"32-30 95 STREET,QUEENS,NY"
3548,"24-21 ERICCSON STREET,QUEENS,NY"
3549,"25-36 HUMPHREY STREET,QUEENS,NY"
3550,"27-32 MC INTOSH STREET,QUEENS,NY"
3551,"29-19 GILMORE STREET,QUEENS,NY"
3552,"31-59 103 STREET,QUEENS,NY"
3553,"31-51 103 ST,QUEENS,NY"
3554,"31-12 98 STREET,QUEENS,NY"
3555,"31-16 99 ST,QUEENS,NY"
3556,"31-52 102 STREET,QUEENS,NY"
3557,"32-31 110 STREET,QUEENS,NY"
3558,"49-05 O'CONNELL COURT,QUEENS,NY"
3559,"48-18 88 STREET,QUEENS,NY"
3560,"73-05 52 ROAD,QUEENS,NY"
3561,"86-29 54 AVE,QUEENS,NY"
3562,"40-20 81 STREET,QUEENS,NY"
3563,"77-19 45 AVENUE,QUEENS,NY"
3564,"45-11 78 STREET,QUEENS,NY"
3565,"95-23 41 AVENUE,QUEENS,NY"
3566,"51-19 71 STREET,QUEENS,NY"
3567,"71-19 52 AVENUE,QUEENS,NY"
3568,"69-19 53 DRIVE,QUEENS,NY"
3569,"54-33 71 STREET,QUEENS,NY"
3570,"54-10 83 ST,QUEENS,NY"
3571,"94-40 43 AVENUE,QUEENS,NY"
3572,"41-39 70 STREET,QUEENS,NY"
3573,"7806 46 AVE,QUEENS,NY"
3574,"84-20 51 AVE,QUEENS,NY"
3575,"87-10 51 AVENUE,QUEENS,NY"
3576,"87-10 51 AVENUE,QUEENS,NY"
3577,"90-59 56 AVENUE,QUEENS,NY"
3578,"79-14 45 AVENUE,QUEENS,NY"
3579,"90-04 51 AVENUE,QUEENS,NY"
3580,"7-17 CEDAR LAWN AVENUE,QUEENS,NY"
3581,"347 BEACH 12 STREET,QUEENS,NY"
3582,"319 BEACH 13 STREET,QUEENS,NY"
3583,"319 BEACH 13 STREET,QUEENS,NY"
3584,"229 BEACH 14 STREET,QUEENS,NY"
3585,"14-10 MC BRIDE STREET,QUEENS,NY"
3586,"1103 BEACH 25 STREET,QUEENS,NY"
3587,"717 BEACH 19 STREET,QUEENS,NY"
3588,"383 BEACH 13 STREET,QUEENS,NY"
3589,"229 BEACH 19 STREET,QUEENS,NY"
3590,"22-29 NAMEOKE AVENUE,QUEENS,NY"
3591,"518 BEACH 21 STREET,QUEENS,NY"
3592,"339 BEACH 30 STREET,QUEENS,NY"
3593,"311 BEACH 31 STREET,QUEENS,NY"
3594,"176 BEACH 26 STREET,QUEENS,NY"
3595,"186 BEACH 26 STREET,QUEENS,NY"
3596,"181 BEACH 25 STREET,QUEENS,NY"
3597,"177 BEACH 25 STREET,QUEENS,NY"
3598,"177 BEACH 25,QUEENS,NY"
3599,"175 BEACH 25 STREET,QUEENS,NY"
3600,"170 BEACH 30 STREET,QUEENS,NY"
3601,"12 BEACH 32 STREET,QUEENS,NY"
3602,"10-41 MC BRIDE STREET,QUEENS,NY"
3603,"199 BEACH 29 STREET,QUEENS,NY"
3604,"185 BEACH 29 STREET,QUEENS,NY"
3605,"172 BEACH 27 STREET,QUEENS,NY"
3606,"141 BEACH 26 STREET,QUEENS,NY"
3607,"2-73 BEACH 16 STREET,QUEENS,NY"
3608,"276 BEACH 17 STREET,QUEENS,NY"
3609,"219 BEACH 16 STREET,QUEENS,NY"
3610,"325 BEACH 15 STREET,QUEENS,NY"
3611,"11-30 MC BRIDE STREET,QUEENS,NY"
3612,"6-10 BAY 25 STREET,QUEENS,NY"
